,exp,wks,bluecol,ind,south,smsa,married,sex,union,ed,black,lwage,wage
2646,9,48,no,1,no,no,yes,male,no,15,no,7.2724,1440.002315
2647,22,49,yes,1,yes,yes,yes,male,no,7,no,6.49224,660.0001089
2648,23,48,yes,1,yes,yes,yes,male,no,7,no,6.54391,694.9987173
2649,24,49,yes,1,yes,yes,yes,male,no,7,no,6.50728,670.0015327
2650,25,50,yes,1,yes,yes,yes,male,no,7,no,6.71538,824.9972063
2651,26,49,yes,1,yes,yes,yes,male,no,7,no,6.73934,845.0028499
2652,27,50,yes,1,yes,yes,yes,male,no,7,no,6.89264,984.9983834
2653,28,49,yes,1,yes,yes,yes,male,no,7,no,6.95177,1044.997738
2654,30,52,yes,1,yes,yes,yes,male,yes,10,no,6.36303,580.0010999
2655,31,50,yes,1,yes,yes,yes,male,yes,10,no,6.40523,605.0009329
2656,32,50,yes,1,yes,yes,yes,male,yes,10,no,6.41346,610.0006361
2657,33,50,yes,1,yes,yes,yes,male,yes,10,no,6.42162,614.9986053
2658,34,49,yes,1,yes,yes,yes,male,yes,10,no,6.43775,624.9989689
2659,35,48,yes,0,yes,yes,yes,male,yes,10,no,6.62007,749.9975951
2660,36,48,yes,0,yes,yes,yes,male,yes,10,no,6.68461,799.9986179
2661,26,48,yes,1,no,yes,yes,male,yes,11,no,6.37161,584.9989194
2662,27,48,yes,1,no,yes,yes,male,yes,11,no,6.41673,611.9986031
2663,28,48,yes,1,no,yes,yes,male,yes,11,no,6.39693,600.0002069
2664,29,45,yes,1,no,yes,yes,male,yes,11,no,6.55108,699.9997655
2665,30,47,yes,1,no,yes,yes,male,yes,11,no,6.90776,1000.004721
2666,31,48,yes,1,no,yes,yes,male,yes,11,no,6.80239,899.995713
2667,32,47,yes,1,no,yes,yes,male,yes,11,no,6.90776,1000.004721
2668,20,49,yes,0,no,yes,yes,male,yes,12,yes,6.43775,624.9989689
2669,21,49,yes,0,no,yes,yes,male,yes,12,yes,6.43775,624.9989689
2670,22,49,yes,0,no,yes,yes,male,yes,12,yes,6.33683,565.0024119
2671,23,49,yes,0,no,yes,yes,male,yes,12,yes,6.37673,588.0017946
2672,24,50,yes,0,no,yes,yes,male,yes,12,yes,6.39359,597.9995491
2673,25,50,yes,0,no,yes,yes,male,yes,12,yes,6.71538,824.9972063
2674,26,51,yes,0,no,yes,yes,male,yes,12,yes,6.54391,694.9987173
2675,29,43,yes,0,no,yes,no,male,yes,12,yes,6.80239,899.995713
2676,30,42,yes,0,no,yes,yes,male,yes,12,yes,6.90575,997.9967302
2677,31,46,yes,0,no,yes,yes,male,yes,12,yes,6.96602,1059.995562
2678,32,45,yes,0,no,yes,yes,male,yes,12,yes,6.95655,1050.004785
2679,33,46,yes,0,no,yes,yes,male,yes,12,yes,7.09008,1200.003797
2680,34,41,yes,0,no,yes,yes,male,yes,12,yes,7.1309,1250.001462
2681,35,43,yes,0,no,yes,yes,male,yes,12,yes,6.9613,1055.004172
2682,27,51,no,0,no,yes,yes,male,yes,12,no,5.78383,325.0015657
2683,28,49,no,0,no,yes,yes,male,yes,12,no,6.12249,455.9987189
2684,29,50,yes,0,no,yes,yes,male,yes,12,no,6.10925,450.0010878
2685,30,50,no,0,no,yes,yes,male,yes,12,no,6.10925,450.0010878
2686,31,45,yes,0,no,yes,yes,male,yes,12,no,6.16331,474.9977181
2687,32,50,yes,0,no,yes,yes,male,yes,12,no,6.19236,488.9987826
2688,33,49,yes,0,no,yes,yes,male,yes,12,no,6.49677,662.9966915
2689,10,47,yes,0,no,yes,yes,male,yes,12,no,6.60665,739.9998622
2690,11,52,yes,0,no,yes,yes,male,yes,12,no,6.7334,839.9984109
2691,12,50,yes,0,no,yes,yes,male,yes,12,no,6.79122,889.9986982
2692,13,49,no,0,no,yes,yes,male,yes,12,no,6.84588,940.0001173
2693,14,51,yes,0,no,yes,yes,male,yes,12,no,6.95559,1048.997264
2694,15,50,yes,0,no,yes,yes,male,yes,12,no,7.12287,1240.004143
2695,16,50,yes,0,no,yes,yes,male,yes,12,no,7.16549,1293.995503
2696,17,49,no,0,yes,yes,yes,male,no,14,no,6.90575,997.9967302
2697,18,49,no,0,yes,yes,yes,male,no,14,no,6.90575,997.9967302
2698,19,49,no,0,yes,yes,yes,male,no,14,no,7.26193,1425.004143
2699,20,49,no,0,yes,yes,yes,male,no,14,no,7.27932,1450.001689
2700,21,50,no,0,yes,yes,yes,male,no,14,no,7.39326,1624.994971
2701,22,49,no,0,yes,yes,yes,male,no,14,no,7.35947,1571.00371
2702,23,49,no,0,yes,no,yes,male,no,14,no,7.86327,2600.008518
2703,6,46,yes,1,yes,yes,yes,male,no,17,no,6.56526,709.9964713
2704,7,49,yes,1,yes,yes,yes,male,no,17,no,6.55108,699.9997655
2705,8,52,yes,1,yes,yes,yes,male,no,17,no,6.63332,760.0011907
2706,9,49,yes,1,yes,yes,yes,male,no,17,no,6.61607,747.0035967
2707,10,49,yes,1,yes,yes,yes,male,no,17,no,6.80461,901.9959229
2708,11,50,yes,1,yes,yes,yes,male,no,17,no,6.90776,1000.004721
2709,12,51,yes,1,yes,yes,yes,male,no,17,no,7.18539,1320.003939
2710,34,44,no,0,yes,yes,yes,male,no,14,no,6.80239,899.995713
2711,35,45,no,0,yes,yes,yes,male,no,14,no,6.90575,997.9967302
2712,36,44,no,0,yes,yes,yes,male,no,14,no,7.09008,1200.003797
2713,37,46,no,0,yes,yes,yes,male,no,14,no,7.1309,1250.001462
2714,38,45,no,0,yes,yes,yes,male,no,14,no,7.24423,1400.003478
2715,39,43,no,0,yes,yes,yes,male,no,14,no,7.31322,1499.999419
2716,40,43,no,0,yes,yes,yes,male,no,14,no,7.31322,1499.999419
2717,21,39,yes,0,yes,yes,yes,male,yes,14,no,6.90575,997.9967302
2718,22,52,yes,0,no,yes,yes,male,yes,14,no,6.90575,997.9967302
2719,23,52,yes,0,no,yes,no,male,yes,14,no,7.11151,1225.997405
2720,24,48,yes,0,no,yes,no,male,yes,14,no,7.2717,1438.994666
2721,25,52,yes,0,no,yes,no,male,yes,14,no,7.33889,1539.002872
2722,26,50,yes,0,no,yes,no,male,yes,14,no,7.34601,1549.999675
2723,27,50,yes,0,no,yes,no,male,yes,14,no,7.59287,1983.999429
2724,30,48,yes,0,yes,yes,yes,male,no,11,no,6.74759,852.0029591
2725,31,47,yes,0,yes,yes,yes,male,no,11,no,6.84268,936.9969245
2726,32,46,yes,0,yes,yes,yes,male,no,11,no,6.93731,1029.995796
2727,33,47,yes,0,yes,yes,yes,male,no,11,no,7.03878,1139.995963
2728,34,47,yes,0,yes,yes,yes,male,no,11,no,7.1309,1250.001462
2729,35,47,yes,0,yes,yes,yes,male,no,11,no,7.22621,1375.001361
2730,36,46,yes,0,yes,yes,yes,male,no,11,no,7.32317,1514.998912
2731,35,52,yes,1,yes,yes,yes,male,yes,9,no,6.29527,542.0021672
2732,36,51,yes,1,yes,yes,yes,male,yes,9,no,6.45047,632.9997328
2733,37,51,no,1,yes,yes,yes,male,no,9,no,6.39192,597.0017233
2734,38,48,no,1,yes,yes,yes,male,no,9,no,6.57786,718.9990238
2735,39,48,no,1,yes,yes,yes,male,no,9,no,6.56103,706.9995292
2736,40,48,no,1,yes,no,yes,male,no,9,no,6.59715,733.0031505
2737,41,47,no,1,yes,no,yes,male,no,9,no,6.65673,778.0027042
2738,17,48,no,0,yes,yes,yes,male,no,16,no,6.35957,577.9977639
2739,18,50,no,0,yes,yes,yes,male,no,16,no,6.39693,600.0002069
2740,19,50,no,0,yes,yes,yes,male,no,16,no,6.47697,649.9984641
2741,20,49,no,0,yes,yes,yes,male,no,16,no,6.08677,439.9979202
2742,21,45,no,0,yes,yes,yes,male,no,16,no,6.65929,779.9969427
2743,22,51,no,0,yes,yes,yes,male,no,16,no,6.79122,889.9986982
2744,23,25,no,0,yes,yes,yes,male,no,16,no,6.84055,935.0032451
2745,15,48,yes,1,no,no,yes,male,yes,12,no,6.44413,628.9992095
2746,16,44,yes,1,no,no,yes,male,yes,12,no,6.56808,712.0014871
2747,17,48,yes,1,no,no,yes,male,yes,12,no,6.63463,760.9974447
2748,18,46,yes,1,no,no,yes,male,yes,12,no,6.7334,839.9984109
2749,19,48,yes,1,no,no,yes,male,yes,12,no,6.83411,929.0011716
2750,20,48,yes,1,no,no,yes,male,yes,12,no,6.93537,1027.999541
2751,21,46,yes,1,no,no,yes,male,yes,12,no,7.01661,1115.000352
2752,3,49,yes,0,yes,no,yes,male,no,12,yes,6.21461,500.0009508
2753,4,50,yes,0,yes,no,yes,male,no,12,yes,6.21461,500.0009508
2754,5,50,yes,0,yes,no,yes,male,no,12,yes,6.41346,610.0006361
2755,6,50,yes,0,yes,no,yes,male,no,12,yes,6.50728,670.0015327
2756,7,50,yes,0,yes,no,yes,male,no,12,yes,6.69703,809.9965594
2757,8,50,yes,0,yes,no,yes,male,no,12,yes,6.69703,809.9965594
2758,9,50,yes,0,yes,no,yes,male,no,12,yes,6.77422,874.9965994
2759,32,48,yes,1,no,no,yes,male,yes,7,no,6.05912,427.9986323
2760,33,49,yes,1,no,no,yes,male,yes,7,no,6.11147,451.0011999
2761,34,31,yes,1,no,no,yes,male,yes,7,no,6.27288,530.0015865
2762,35,48,yes,1,no,no,yes,male,yes,7,no,6.31173,550.9973502
2763,36,44,yes,1,no,no,yes,male,yes,7,no,6.41836,612.9969743
2764,37,45,yes,1,no,no,yes,male,yes,7,no,6.57925,719.9991274
2765,38,50,yes,1,no,no,yes,male,yes,7,no,6.66058,781.003788
2766,10,45,yes,1,no,no,yes,male,no,12,no,6.05209,425.0003532
2767,11,47,yes,1,no,no,yes,male,no,12,no,6.10925,450.0010878
2768,12,48,yes,1,no,no,no,male,no,12,no,6.21461,500.0009508
2769,13,49,yes,1,no,no,no,male,no,12,no,6.30992,550.000947
2770,14,45,yes,0,no,no,no,male,no,12,no,6.55108,699.9997655
2771,15,50,yes,0,no,no,yes,male,no,12,no,6.55108,699.9997655
2772,16,52,yes,0,no,no,yes,male,no,12,no,6.62007,749.9975951
2773,3,49,no,0,yes,yes,no,male,no,17,no,6.77992,879.9983214
2774,4,51,no,0,yes,yes,no,male,no,17,no,6.86693,959.9968469
2775,5,50,no,0,yes,yes,no,male,no,17,no,6.8977,989.9951063
2776,6,50,no,0,yes,yes,yes,male,no,17,no,6.96885,1062.999598
2777,7,50,no,0,yes,yes,yes,male,no,17,no,7.05876,1163.002149
2778,8,51,no,0,yes,yes,yes,male,no,17,no,7.1309,1250.001462
2779,9,49,no,0,yes,yes,yes,male,no,17,no,6.98472,1080.003974
2780,13,49,no,1,no,yes,yes,male,no,16,no,6.53669,689.9988977
2781,14,48,no,1,no,yes,yes,male,no,16,no,6.65929,779.9969427
2782,15,49,no,1,no,yes,yes,male,no,16,no,6.79122,889.9986982
2783,16,46,no,1,no,yes,yes,male,no,16,no,6.88755,979.9974798
2784,17,47,no,1,no,yes,yes,male,no,16,no,6.98472,1080.003974
2785,18,48,no,1,no,yes,yes,male,no,16,no,7.09008,1200.003797
2786,19,47,no,1,no,yes,yes,male,no,16,no,7.24423,1400.003478
2787,31,42,yes,1,no,yes,yes,male,yes,6,yes,6.38012,589.9985032
2788,32,48,yes,1,no,yes,yes,male,yes,6,yes,6.46147,640.0011671
2789,33,48,yes,1,no,yes,yes,male,yes,6,yes,6.54822,698.0006263
2790,34,47,yes,1,no,yes,yes,male,yes,6,yes,6.6733,791.0016075
2791,35,47,yes,1,no,yes,yes,male,yes,6,yes,6.77194,873.0038798
2792,36,39,yes,1,no,yes,yes,male,yes,6,yes,6.89467,986.9999611
2793,37,47,yes,1,no,yes,yes,male,yes,6,yes,6.95655,1050.004785
2794,13,28,yes,1,no,yes,yes,male,yes,10,no,6.50877,671.0005791
2795,14,50,yes,1,no,yes,yes,male,yes,10,no,6.60259,737.0015535
2796,15,48,yes,1,no,yes,yes,male,yes,10,no,6.69332,806.9970397
2797,16,49,yes,1,no,yes,yes,male,yes,10,no,6.75344,857.0017838
2798,17,46,yes,1,no,yes,yes,male,yes,10,no,6.80128,898.997272
2799,18,33,no,0,no,yes,yes,male,yes,10,no,6.95559,1048.997264
2800,19,51,yes,1,no,yes,yes,male,yes,10,no,7.03351,1134.003987
2801,7,49,yes,0,no,yes,no,male,yes,12,no,6.58617,724.9988002
2802,8,42,yes,0,no,yes,no,male,yes,12,no,6.68586,800.9992414
2803,9,28,yes,0,no,yes,no,male,no,12,no,6.78559,885.0020842
2804,10,38,yes,0,no,yes,no,male,yes,12,no,6.7334,839.9984109
2805,11,48,no,1,no,yes,no,male,no,12,no,7.6009,1999.995081
2806,12,39,yes,0,no,yes,yes,male,no,12,no,7.18311,1316.997759
2807,13,44,no,0,no,yes,yes,male,no,12,no,7.49554,1799.996501
2808,16,50,no,0,no,yes,yes,male,no,16,no,6.90575,997.9967302
2809,17,48,no,0,no,yes,yes,male,no,16,no,6.90575,997.9967302
2810,18,51,no,0,no,yes,yes,male,no,16,no,6.90776,1000.004721
2811,19,50,no,0,no,yes,yes,male,no,16,no,7.1309,1250.001462
2812,20,49,no,0,no,yes,yes,male,no,16,no,7.20786,1350.000174
2813,21,52,no,0,no,yes,yes,male,no,16,no,7.44659,1714.0084
2814,22,51,no,0,no,yes,yes,male,no,16,no,7.46737,1749.998133
2815,21,50,yes,0,no,yes,yes,male,yes,12,no,6.90575,997.9967302
2816,22,50,yes,0,no,yes,yes,male,yes,12,no,6.90575,997.9967302
2817,23,50,yes,0,no,yes,yes,male,yes,12,no,7.16627,1295.005214
2818,24,50,yes,0,no,yes,yes,male,yes,12,no,7.1309,1250.001462
2819,25,50,yes,0,no,yes,yes,male,yes,12,no,7.37776,1600.001747
2820,26,50,yes,0,no,yes,yes,male,yes,12,no,7.40853,1649.999065
2821,27,50,yes,0,no,yes,yes,male,yes,12,no,7.47591,1765.007114
2822,15,50,yes,1,no,yes,yes,male,yes,12,no,6.55108,699.9997655
2823,16,50,yes,1,no,yes,yes,male,yes,12,no,6.68461,799.9986179
2824,17,46,yes,1,no,yes,yes,male,yes,12,no,6.80239,899.995713
2825,18,41,yes,1,no,yes,yes,male,yes,12,no,6.82437,919.9966236
2826,19,49,yes,1,no,yes,yes,male,yes,12,no,6.93245,1025.002161
2827,20,49,yes,1,no,yes,yes,male,yes,12,no,7.00307,1100.004995
2828,21,49,yes,1,no,yes,yes,male,yes,12,no,7.05186,1155.005055
2829,5,48,no,0,yes,yes,yes,male,no,16,no,6.90575,997.9967302
2830,6,49,no,0,yes,yes,yes,male,no,16,no,6.90575,997.9967302
2831,7,49,no,0,yes,yes,yes,male,no,16,no,7.1309,1250.001462
2832,8,48,no,0,yes,yes,yes,male,no,16,no,7.24423,1400.003478
2833,9,48,no,0,yes,yes,yes,male,no,16,no,7.46737,1749.998133
2834,10,47,no,0,yes,yes,yes,male,no,16,no,7.45008,1720.00074
2835,11,47,no,0,yes,yes,yes,male,no,16,no,7.64969,2099.99449
2836,3,48,yes,1,no,no,yes,male,yes,13,no,6.39693,600.0002069
2837,4,43,yes,1,no,yes,yes,male,yes,13,no,6.48004,651.9970256
2838,5,48,yes,1,no,yes,yes,male,yes,13,no,6.54965,698.9994812
2839,6,47,yes,1,no,yes,yes,male,yes,13,no,6.65415,775.9980443
2840,7,44,yes,1,no,yes,yes,male,yes,13,no,6.68461,799.9986179
2841,8,46,yes,1,no,yes,yes,male,yes,13,no,6.82979,924.9965428
2842,9,48,yes,1,no,yes,yes,male,yes,13,no,6.97541,1069.995798
2843,25,52,no,0,no,yes,yes,male,no,17,no,6.80239,899.995713
2844,26,44,no,0,no,yes,yes,male,no,17,no,6.90575,997.9967302
2845,27,46,no,0,no,yes,yes,male,no,17,no,7.09506,1205.994721
2846,28,46,no,0,no,yes,yes,male,no,17,no,7.18007,1313.000165
2847,29,45,no,0,no,yes,yes,male,no,17,no,7.27932,1450.001689
2848,30,46,no,0,no,yes,yes,male,no,17,no,7.34601,1549.999675
2849,31,47,no,0,no,yes,yes,male,no,17,no,7.46737,1749.998133
2850,4,42,no,0,yes,no,no,female,no,16,no,6.12249,455.9987189
2851,5,50,no,0,yes,no,no,female,no,16,no,6.14847,468.0007975
2852,6,37,no,0,yes,no,no,female,no,16,no,6.20658,496.0020203
2853,7,38,no,0,yes,no,no,female,no,16,no,6.30992,550.000947
2854,8,38,no,0,yes,no,no,female,no,16,no,6.58341,723.0005624
2855,9,42,no,0,yes,no,no,female,no,16,no,6.58617,724.9988002
2856,10,40,no,0,yes,no,no,female,no,16,no,6.62672,755.0016993
2857,40,50,yes,1,no,yes,yes,male,yes,10,no,6.38856,594.9991637
2858,41,50,yes,1,no,yes,yes,male,yes,10,no,6.43775,624.9989689
2859,42,49,yes,1,no,yes,yes,male,yes,10,no,6.47697,649.9984641
2860,43,50,yes,1,no,yes,yes,male,yes,10,no,6.56386,709.0031717
2861,44,52,yes,0,no,yes,yes,male,no,10,no,6.44572,630.0001138
2862,45,50,yes,0,no,yes,yes,male,no,10,no,6.88244,975.0024658
2863,46,51,yes,0,no,yes,yes,male,no,10,no,6.96602,1059.995562
2864,20,22,yes,0,no,no,no,female,no,12,no,5.59842,269.9994711
2865,21,44,yes,0,no,no,no,female,no,12,no,5.70378,299.9992576
2866,22,52,yes,0,no,no,no,female,no,12,no,5.82895,340.00149
2867,23,52,yes,0,no,no,no,female,no,12,no,6.05209,425.0003532
2868,24,50,yes,0,no,no,no,female,no,12,no,6.10925,450.0010878
2869,25,44,yes,0,no,no,no,female,no,12,no,6.16331,474.9977181
2870,26,48,yes,0,no,no,no,female,no,12,no,6.39693,600.0002069
2871,5,51,yes,1,no,no,yes,male,no,16,no,6.02102,411.9986201
2872,6,47,yes,1,no,no,yes,male,no,16,no,6.17379,480.0018701
2873,7,46,no,1,no,no,yes,male,no,16,no,6.30992,550.000947
2874,8,49,no,1,no,no,yes,male,no,16,no,6.57925,719.9991274
2875,9,48,yes,1,no,no,yes,male,no,16,no,6.65673,778.0027042
2876,10,48,yes,1,no,no,yes,male,no,16,no,6.65028,773.0007354
2877,11,47,yes,1,no,no,yes,male,no,16,no,6.9256,1018.004889
2878,1,50,no,0,no,yes,yes,male,no,16,no,6.37161,584.9989194
2879,2,49,no,0,no,yes,yes,male,no,16,no,6.72143,830.0035684
2880,3,49,no,0,no,yes,yes,male,no,16,no,6.75344,857.0017838
2881,4,48,no,0,no,yes,no,male,no,16,no,7.24423,1400.003478
2882,5,43,no,0,no,yes,no,male,no,16,no,7.24423,1400.003478
2883,6,50,no,0,no,yes,no,male,no,16,no,7.1107,1225.004749
2884,7,47,no,0,no,yes,no,male,no,16,no,7.31322,1499.999419
2885,9,47,no,1,no,yes,yes,male,no,16,no,6.55108,699.9997655
2886,10,38,no,1,no,yes,yes,male,no,16,no,6.78672,886.0027018
2887,11,48,no,1,no,yes,yes,male,no,16,no,6.88038,972.996028
2888,12,48,no,1,no,yes,yes,male,no,16,no,6.96885,1062.999598
2889,13,48,no,1,no,yes,yes,male,no,16,no,7.03703,1138.002714
2890,14,48,no,1,no,yes,yes,male,no,16,no,7.00125,1098.004807
2891,15,49,no,1,no,yes,yes,male,no,16,no,7.27932,1450.001689
2892,37,47,no,0,no,yes,yes,male,yes,12,yes,6.47697,649.9984641
2893,38,47,no,0,no,yes,yes,male,yes,12,yes,6.56526,709.9964713
2894,39,47,no,0,no,yes,yes,male,yes,12,yes,6.55108,699.9997655
2895,40,52,no,0,no,yes,yes,male,yes,12,yes,6.55108,699.9997655
2896,41,47,no,0,no,yes,yes,male,yes,12,yes,6.74524,850.0031029
2897,42,47,no,0,no,yes,yes,male,yes,12,yes,6.86171,954.9987198
2898,43,47,no,0,no,yes,yes,male,yes,12,yes,7.00307,1100.004995
2899,21,32,yes,1,no,yes,yes,male,yes,9,no,6.05912,427.9986323
2900,22,47,yes,1,no,yes,yes,male,yes,9,no,6.03548,417.9994012
2901,23,50,yes,1,no,yes,yes,male,yes,9,no,6.07993,436.9986037
2902,24,48,yes,1,no,yes,yes,male,yes,9,no,6.16121,474.0012695
2903,25,48,yes,1,no,yes,yes,male,yes,9,no,6.31897,555.0010469
2904,26,41,yes,1,no,yes,yes,male,yes,9,no,6.27099,529.0008295
2905,27,45,yes,1,no,yes,yes,male,yes,9,no,6.44413,628.9992095
2906,31,46,yes,1,no,yes,yes,male,yes,11,no,6.46459,642.001089
2907,32,43,no,1,no,yes,yes,male,yes,11,no,6.53233,686.9970512
2908,33,46,no,1,no,yes,yes,male,yes,11,no,6.608,740.9995367
2909,34,46,no,1,no,yes,yes,male,yes,11,no,6.60394,737.9971775
2910,35,46,yes,1,no,yes,yes,male,yes,11,no,6.80239,899.995713
2911,36,46,no,1,no,yes,yes,male,yes,11,no,6.90675,998.9952261
2912,37,46,no,1,no,yes,yes,male,yes,11,no,7.0184,1116.99799
2913,5,47,yes,0,yes,no,yes,male,no,12,no,5.61677,274.9996981
2914,6,51,yes,1,yes,no,yes,male,no,12,no,6.00141,403.9980293
2915,7,38,yes,1,yes,no,yes,male,no,12,no,6.12687,458.0003737
2916,8,38,yes,1,yes,no,yes,male,no,12,no,6.1203,455.0011744
2917,9,45,yes,1,yes,no,yes,male,no,12,no,6.23048,507.9992646
2918,10,48,yes,1,yes,no,yes,male,no,12,no,6.30079,545.0022919
2919,11,43,yes,1,yes,no,yes,male,no,12,no,6.36647,581.9997394
2920,28,47,yes,1,no,yes,yes,male,yes,12,no,6.49224,660.0001089
2921,29,47,yes,1,no,yes,yes,male,yes,12,no,6.62936,756.9975372
2922,30,47,yes,1,no,yes,yes,male,yes,12,no,6.66185,781.9962929
2923,31,46,yes,1,no,yes,yes,male,yes,12,no,6.65929,779.9969427
2924,32,46,yes,1,no,yes,yes,male,yes,12,no,6.75693,859.9979452
2925,33,45,yes,1,no,yes,yes,male,yes,12,no,6.82437,919.9966236
2926,34,46,yes,1,no,yes,yes,male,yes,12,no,6.90776,1000.004721
2927,7,27,no,0,no,no,yes,male,no,17,no,6.55108,699.9997655
2928,8,52,no,0,no,no,yes,male,no,17,no,6.63332,760.0011907
2929,9,50,no,0,no,no,yes,male,no,17,no,6.70319,815.0015377
2930,10,52,no,0,no,no,yes,male,no,17,no,6.79122,889.9986982
2931,11,50,no,0,no,no,yes,male,no,17,no,6.85646,949.9981146
2932,12,50,no,0,no,no,yes,male,no,17,no,7.06902,1174.995974
2933,13,50,no,0,no,no,yes,male,no,17,no,7.37776,1600.001747
2934,8,50,no,0,no,yes,no,female,no,14,no,6.39693,600.0002069
2935,9,50,no,0,no,yes,no,female,no,14,no,6.39693,600.0002069
2936,10,50,no,0,no,yes,no,female,no,14,no,6.47697,649.9984641
2937,11,47,no,0,no,yes,no,female,no,14,no,6.62007,749.9975951
2938,12,50,no,0,no,yes,no,female,no,14,no,6.74524,850.0031029
2939,13,49,no,0,no,yes,no,female,no,14,no,6.7901,889.0024576
2940,14,49,no,0,no,yes,no,female,no,14,no,6.88551,978.0003227
2941,14,36,no,0,yes,yes,no,female,no,16,no,5.96615,390.0012717
2942,15,39,no,0,yes,yes,no,female,no,16,no,6.10925,450.0010878
2943,16,36,no,0,yes,yes,no,female,no,16,no,6.30992,550.000947
2944,17,38,no,0,yes,yes,no,female,no,16,no,6.39693,600.0002069
2945,18,36,no,0,yes,yes,no,female,no,16,no,6.46925,644.9997957
2946,19,37,no,0,yes,yes,no,female,no,16,no,6.51471,674.9981837
2947,20,38,no,0,yes,yes,no,female,no,16,no,6.62007,749.9975951
2948,10,49,yes,1,no,no,yes,male,yes,12,no,6.2106,497.9999616
2949,11,48,yes,1,no,no,yes,male,yes,12,no,6.29157,540.0004646
2950,12,49,yes,1,no,no,yes,male,yes,12,no,6.41017,607.9970318
2951,13,49,yes,1,no,no,yes,male,yes,12,no,6.47697,649.9984641
2952,14,49,yes,1,no,no,yes,male,yes,12,no,6.57088,713.9978849
2953,15,47,yes,1,no,no,yes,male,yes,12,no,6.67708,793.9972518
2954,16,44,yes,1,no,no,yes,male,yes,12,no,6.77194,873.0038798
2955,15,50,yes,0,no,yes,yes,male,yes,10,no,6.64639,769.9996036
2956,16,48,yes,0,no,yes,yes,male,yes,10,no,6.69084,804.9981667
2957,17,42,yes,0,no,yes,yes,male,yes,10,no,6.69084,804.9981667
2958,18,40,yes,0,no,yes,yes,male,yes,10,no,6.86693,959.9968469
2959,19,48,yes,0,no,yes,yes,male,no,10,no,6.30992,550.000947
2960,20,36,yes,0,no,yes,yes,male,no,10,no,6.81892,914.9962803
2961,21,50,yes,0,no,yes,yes,male,no,10,no,7.02909,1129.00275
2962,3,37,no,0,no,yes,yes,male,no,17,no,6.82979,924.9965428
2963,4,36,no,0,no,yes,yes,male,yes,17,no,6.85646,949.9981146
2964,5,38,no,0,no,yes,yes,male,yes,17,no,6.90776,1000.004721
2965,6,42,no,0,no,yes,yes,male,no,17,no,6.95655,1050.004785
2966,7,46,no,0,no,yes,yes,male,yes,17,no,7.00307,1100.004995
2967,8,45,no,0,no,yes,yes,male,yes,17,no,7.09008,1200.003797
2968,9,38,no,0,no,yes,yes,male,yes,17,no,7.18917,1325.002997
2969,3,50,no,0,no,no,yes,male,yes,13,no,6.05209,425.0003532
2970,4,48,yes,0,no,no,no,male,yes,13,no,6.62007,749.9975951
2971,5,49,yes,0,no,no,no,male,yes,13,no,6.76849,869.9972059
2972,6,48,yes,0,no,no,yes,male,yes,13,no,6.77422,874.9965994
2973,7,48,yes,0,no,no,yes,male,yes,13,no,6.88244,975.0024658
2974,8,48,yes,0,no,no,yes,male,yes,13,no,6.97073,1064.999917
2975,9,48,yes,0,no,no,yes,male,yes,13,no,7.06902,1174.995974
2976,4,49,yes,1,yes,yes,no,male,yes,12,no,6.4677,644.0008204
2977,5,52,yes,1,yes,yes,no,male,yes,12,no,6.55108,699.9997655
2978,6,50,yes,1,yes,yes,no,male,yes,12,no,6.55108,699.9997655
2979,7,48,yes,1,yes,yes,no,male,yes,12,no,6.65929,779.9969427
2980,8,46,yes,1,yes,yes,no,male,yes,12,no,6.68461,799.9986179
2981,9,47,yes,1,yes,yes,no,male,yes,12,no,6.74524,850.0031029
2982,10,47,yes,1,yes,yes,no,male,yes,12,no,6.86693,959.9968469
2983,27,46,no,0,no,yes,yes,male,no,17,no,6.90575,997.9967302
2984,28,45,no,0,no,yes,yes,male,no,17,no,6.90575,997.9967302
2985,29,50,no,0,no,yes,yes,male,no,17,no,7.31255,1498.994756
2986,30,46,no,0,no,yes,yes,male,no,17,no,7.31322,1499.999419
2987,31,50,no,0,no,yes,yes,male,no,17,no,7.40853,1649.999065
2988,32,51,no,0,no,yes,yes,male,no,17,no,7.39879,1634.006086
2989,33,48,no,0,no,yes,yes,male,no,17,no,7.6256,2050.010102
2990,30,37,no,0,yes,no,yes,male,no,17,no,6.10925,450.0010878
2991,31,48,no,0,yes,no,yes,male,no,17,no,6.19236,488.9987826
2992,32,36,no,0,yes,no,yes,male,no,17,no,6.25383,520.000618
2993,33,37,no,0,yes,no,yes,male,no,17,no,6.25383,520.000618
2994,34,36,no,0,yes,no,yes,male,no,17,no,6.42972,620.0003236
2995,35,37,no,0,yes,no,yes,male,no,17,no,6.47697,649.9984641
2996,36,36,no,0,yes,no,yes,male,no,17,no,6.55108,699.9997655
2997,12,29,no,1,no,yes,yes,male,yes,12,no,6.28227,535.0017404
2998,13,44,no,1,no,yes,yes,male,yes,12,no,6.54391,694.9987173
2999,14,39,no,1,no,yes,yes,male,yes,12,no,6.4892,657.9967552
3000,15,48,yes,0,no,yes,yes,male,yes,12,no,6.58203,722.0035097
3001,16,45,yes,0,no,yes,yes,male,yes,12,no,6.80239,899.995713
3002,17,28,yes,0,no,yes,yes,male,yes,12,no,6.88755,979.9974798
